cost,delivered,price,quantity,customer_id,product_id
3.75,2/22/19,8.65,1,235,282
7.39,2/22/19,8.75,1,235,431
2,2/22/19,4.55,1,235,440
4.98,2/22/19,7.35,1,235,443
2.24,2/22/19,3,1,235,458
7.84,2/22/19,9.85,1,235,615
1.95,2/22/19,5.8,6,242,88
2.63,2/22/19,5.4,1,242,124
1.9,2/22/19,4.6,4,242,289
17.5,2/22/19,33.3,1,242,328
3.24,2/22/19,9.7,1,242,380
12.91,2/22/19,23,1,242,634
7.89,2/22/19,13.6,1,242,906
7.52,2/22/19,15.3,1,242,1100
3.78,2/22/19,5.4,6.32,245,68
3.9,2/22/19,5,1,245,650
3.95,2/22/19,0,1,245,1759
3.95,2/22/19,0,1,245,1802
3.95,2/22/19,0,1,245,2076
3.95,2/22/19,0,1,245,16071
45.45,2/22/19,50.5,2,246,145
2.87,2/22/19,4.5,2,247,428
7.13,2/22/19,11.5,2,247,444
4.76,2/22/19,7.2,3.01,247,467
14.08,2/22/19,17.8,40,247,559
16.87,2/22/19,26,1,247,591
9.33,2/22/19,11.2,1,249,2
1.4,2/22/19,1.95,2,249,12
7.9,2/22/19,10.4,2.2,249,28
13.16,2/22/19,15.9,1,249,31
9.24,2/22/19,13.21,1.33,249,105
13.44,2/22/19,17.9,2,249,113
2.59,2/22/19,3.9,2,249,181
11.05,2/22/19,15.35,1,249,213
20.45,2/22/19,27.35,1,249,377
7.39,2/22/19,10.5,1,249,431
18.91,2/22/19,27,1,249,489
3.75,2/22/19,5.75,10.3,249,503
3.28,2/22/19,6.5,2,249,565
13.88,2/22/19,19.3,1,249,581
17.35,2/22/19,22.5,1,249,589
15.47,2/22/19,18.6,1,249,614
14.67,2/22/19,21.85,1,249,634
35,1/26/19,52.35,0.2,152242,290814
12.5,1/26/19,17.8,0.5,152242,290859
19,1/26/19,30,1,152242,290956
5.4,1/26/19,6.25,1,152242,291173
15.95,1/26/19,18,1,152242,291209
1.99,1/26/19,2.6,1,152242,291307
10,1/26/19,17.5,1,152242,291406
30.15,1/26/19,36,1,152242,291466
10.65,1/26/19,13.81,1,152242,291567
43.6,1/26/19,51,1,152242,291747
21.02,1/26/19,25,1,152242,291760
16.26,1/26/19,19.36,1,152242,291887
24.54,1/26/19,28.71,2,152242,291900
19.27,1/26/19,23,1,152242,291939
25.7,1/26/19,30.07,1,152242,291986
6.6,1/26/19,7.75,1,152242,292047
28.89,1/26/19,34,1,152242,292084
35,1/26/19,38.95,1,152242,296161
19.22,1/26/19,22.5,1,152251,290860
26.38,1/26/19,31.04,1,152251,290895
5.05,1/26/19,7.95,3,152251,291082
33.36,1/26/19,39.36,1,152251,291157
17.04,1/26/19,20.5,1,152251,291519
16.26,1/26/19,18,1,152251,291887
19.27,1/26/19,22.5,3,152251,291939
8.12,1/26/19,10.61,3,152251,291987
9.5,1/26/19,11,1,152251,292077
42.18,1/26/19,46.34,5,152255,290835
2.92,1/26/19,3.5,1,152256,291007
28.38,1/26/19,39,1,152256,292137
23.81,1/26/19,31.95,1,152298,292210
42.18,1/26/19,49.46,1,152305,290835
4.93,1/26/19,5.65,1,152318,291347
7.91,1/26/19,9.1,1,152318,292669
0.6,1/26/19,1,0.05,152318,299605
10.5,1/26/19,13.12,1,152318,324762
0.2,1/26/19,0.4,12,152318,330651
3.09,1/26/19,4,4,152330,291197
22.37,1/26/19,25.6,1,152330,291465
22.41,1/26/19,26.37,1,152330,291969
3.09,1/26/19,5.05,4,152330,292201
20,1/26/19,26,1,152330,292207
30.38,1/26/19,37.56,1,152330,292211
15.95,1/26/19,20.85,1,152332,291209
11.8,1/26/19,15.73,1,152332,291718
42.18,1/26/19,47,0.5,152343,290835
38.11,1/26/19,48,3,152355,290924
22.46,1/26/19,28.08,1,152355,290930
39.28,1/26/19,48,3,152355,291090
16.97,1/26/19,21.42,2,152355,291300
9.19,1/26/19,11.57,4,152355,291950
51.36,1/26/19,64.2,1,152355,348701
42.18,1/26/19,48.89,1,152366,290835
9.15,1/26/19,10.83,1,152366,290866
4.1,1/26/19,5.46,4,152366,291557
8.4,1/26/19,10.44,1,152398,290929
13.5,1/26/19,18.5,1,152398,291004
10.47,1/26/19,11.37,1,152398,291036
1.09,1/26/19,1.5,8,152398,291074
25.3,1/26/19,33.75,0.2,152398,291094
9,1/26/19,11.78,4,152398,291175
17.71,1/26/19,24,1,152398,291219
21.5,1/26/19,28.69,0.16,152398,291288
15,1/26/19,17.6,0.1,152398,291667
17.94,1/26/19,28.06,0.16,152398,291768
16.96,1/26/19,22.56,0.25,152398,291785
21.06,1/26/19,28.06,0.16,152398,291837
6.6,1/26/19,8.49,1,152398,292047
6.84,1/26/19,8.85,1,152398,292078
26.51,1/26/19,29,1,152398,292107
23.81,1/26/19,28.01,1,152398,292210
21.5,1/26/19,28.69,0.16,152407,291288
1.18,1/26/19,1.6,4,152407,291665
19.27,1/26/19,29.4,2,152407,291939
21.5,1/26/19,28.69,0.16,152407,292148
10,1/26/19,13.5,2,152407,292196
10.15,1/26/19,20,1,152419,291522
10.4,1/26/19,11.4,5,152421,291251
42.18,1/26/19,45.5,1,152449,290835
12.52,1/26/19,15.76,0.33,152458,290859
26.75,1/26/19,31,1,152458,290970
7.07,1/26/19,8.75,1,152458,291003
22.4,1/26/19,25.8,1,152458,291184
13.3,1/26/19,13.78,4,152458,292121
42.18,1/26/19,47.42,1,152461,290835
19.88,1/26/19,25.75,1,152461,290916
11.81,1/26/19,14.58,1,152461,292051
42.18,1/26/19,47.12,1,152538,290835
3.45,1/26/19,4.2,2,152538,291417
28.38,1/26/19,44.42,1,152538,292137
22.4,1/26/19,27.2,2,152544,291184
29.67,1/26/19,36,1,152544,291532
26.41,1/26/19,31.07,1,152587,290940
21.13,1/26/19,24.86,1,152587,291119
21.13,1/26/19,24.86,1,152587,291194
26.41,1/26/19,31.07,1,152587,291290
26.41,1/26/19,31.07,1,152587,291860
14.78,1/26/19,19.26,0.5,152611,290937
24.5,1/26/19,35.5,0.1,152611,290946
26.75,1/26/19,29.96,2,152611,290970
12.74,1/26/19,18,1,152611,291171
16,1/26/19,22,1,152611,291190
17.04,1/26/19,22,1,152611,291519
21,1/26/19,26.54,1,152611,291680
27.01,1/26/19,30.25,2,152611,291881
11.5,1/26/19,14.5,1,152611,292075
1.38,1/25/19,2.39,8,152613,290823
11.8,1/25/19,16.99,10,152613,290830
42.19,1/25/19,61.98,5,152613,290835
42.19,1/26/19,61.98,5.5,152613,290835
11.2,1/25/19,18,2,152613,290875
11.2,1/26/19,18,1,152613,290875
1.63,1/25/19,2.3,2,152613,290876
63.62,1/25/19,83.96,1,152613,290885
18.55,1/25/19,22.5,0.8,152613,290887
18.55,1/26/19,22.5,1,152613,290887
3.5,1/25/19,4.99,7,152613,290891
26.38,1/25/19,36,1,152613,290895
26.38,1/26/19,36,2,152613,290895
19.88,1/26/19,28,1,152613,290916
5.9,1/25/19,7.37,6,152613,290920
8.53,1/25/19,13,1,152613,290929
32.65,1/25/19,44.95,1,152613,290931
6.14,1/26/19,7.36,0.5,152613,290942
8.48,1/26/19,199,1,152613,290948
38.72,1/26/19,57,0.75,152613,290960
26.75,1/26/19,36,2,152613,290970
28.89,1/25/19,42,1,152613,290975
1.54,1/25/19,2.09,5,152613,290982
3,1/25/19,3.99,6,152613,290987
3,1/26/19,3.99,4,152613,290987
2.92,1/25/19,6.99,30,152613,291007
2.92,1/26/19,6.99,18,152613,291007
1.18,1/25/19,1.7,16,152613,291011
2.3,1/25/19,3,10,152613,291025
20,1/25/19,36,2,152613,291030
20,1/26/19,36,2,152613,291030
20.48,1/26/19,27.96,0.75,152613,291045
11.09,1/26/19,13.86,1,152613,291049
2.52,1/26/19,3.2,1,152613,291059
7.58,1/26/19,11.86,1,152613,291077
5.05,1/26/19,8.48,1,152613,291082
7.2,1/26/19,12.67,1,152613,291110
19.3,1/26/19,28,0.5,152613,291129
22.75,1/25/19,42.88,1,152613,291136
24.03,1/25/19,44.75,3,152613,291149
9,1/25/19,14,2,152613,291175
9,1/26/19,14,2,152613,291175
24,1/26/19,36,1,152613,291178
22.4,1/26/19,32,1,152613,291184
16,1/26/19,199,1,152613,291190
22.5,1/25/19,39.95,1,152613,291231
22.5,1/26/19,39.95,1,152613,291231
1.52,1/25/19,2.5,5,152613,291233
15.52,1/25/19,24,0.5,152613,291239
1.35,1/25/19,2,4,152613,291248
5.36,1/26/19,8.8,2,152613,291255
1.5,1/25/19,2,4,152613,291283
21.53,1/26/19,29.94,1.33,152613,291288
26,1/25/19,42.25,1,152613,291296
16.97,1/26/19,33.66,1,152613,291300
23,1/25/19,40,1,152613,291310
1.02,1/25/19,1.69,12,152613,291336
11.56,1/25/19,30.27,1,152613,291342
20.48,1/26/19,31.48,1,152613,291369
23.7,1/25/19,41.88,1,152613,291379
23.7,1/26/19,41.88,1,152613,291379
3.45,1/25/19,4.99,6,152613,291417
3.45,1/26/19,4.99,15,152613,291417
32.56,1/26/19,43.41,1,152613,291421
15.98,1/26/19,23.94,1,152613,291433
2.3,1/25/19,3.99,3,152613,291441
12.21,1/26/19,23.94,1,152613,291449
22.37,1/26/19,33.6,1,152613,291465
4.49,1/25/19,7.99,6,152613,291484
5.92,1/25/19,7.99,5,152613,291501
3.66,1/26/19,6.5,4,152613,291515
29.67,1/26/19,47.94,1,152613,291532
3,1/25/19,3.99,10,152613,291550
1.35,1/25/19,2,4,152613,291558
3.09,1/26/19,6.99,1,152613,291571
9.94,1/25/19,15.12,2,152613,291636
20.49,1/26/19,27.96,0.75,152613,291654
11.29,1/26/19,17.5,1,152613,291664
1.18,1/25/19,1.7,15,152613,291665
1.18,1/26/19,1.7,18,152613,291665
14.95,1/25/19,22.95,1,152613,291667
8.32,1/25/19,12,1,152613,291672
4.2,1/25/19,5.99,1,152613,291686
26.5,1/25/19,39.9,1,152613,291697
68,1/26/19,119.9,1,152613,291732
43.6,1/25/19,57,1,152613,291747
43.6,1/26/19,57,3,152613,291747
19.58,1/25/19,24.47,1,152613,291750
17.94,1/26/19,29.94,0.16,152613,291768
43.52,1/25/19,63.96,1.5,152613,291798
2.4,1/26/19,2.99,8,152613,291799
10.4,1/25/19,18.5,2,152613,291836
21.06,1/26/19,28.08,0.5,152613,291837
1.35,1/25/19,2,4,152613,291875
27.01,1/26/19,36,1,152613,291881
30,1/25/19,39,1.6,152613,291905
30,1/26/19,39,2,152613,291905
12.25,1/26/19,22,2,152613,291922
9.19,1/25/19,18.93,5,152613,291950
2.46,1/25/19,3.49,3,152613,291976
11.4,1/26/19,12.99,3,152613,291981
6.12,1/26/19,9.99,1,152613,291991
15.4,1/26/19,22.14,1,152613,292009
23,1/25/19,38.9,1,152613,292011
23,1/26/19,38.9,1,152613,292011
8,1/25/19,11.49,6,152613,292034
8,1/26/19,11.49,18,152613,292034
1.78,1/25/19,4.5,16,152613,292037
14.7,1/25/19,39.92,1,152613,292052
14.7,1/26/19,39.92,0.75,152613,292052
1.58,1/25/19,2.59,4,152613,292063
20.8,1/25/19,29.12,0.6,152613,292067
1.62,1/25/19,2.39,5,152613,292069
6.84,1/26/19,10,2,152613,292078
13.2,1/25/19,22,2,152613,292106
13.2,1/26/19,22,1,152613,292106
7.06,1/25/19,18,1,152613,292118
13.3,1/26/19,15,2,152613,292121
9.54,1/25/19,19.18,1,152613,292123
21.76,1/25/19,27.9,1,152613,292134
21.53,1/25/19,29.94,1.5,152613,292148
21.54,1/26/19,29.94,0.5,152613,292148
7.78,1/25/19,11.96,2,152613,292157
5.36,1/26/19,8.8,1,152613,292158
22.25,1/26/19,29.63,0.16,152613,292174
1.5,1/25/19,3,1,152613,292176
11.2,1/26/19,18,1,152613,292187
3.09,1/25/19,6.99,3,152613,292201
3.1,1/26/19,4.99,4,152613,292205
3,1/25/19,4,40,152613,292217
3,1/26/19,4,20,152613,292217
22.5,1/25/19,39.95,1,152613,292220
22.5,1/26/19,39.95,1,152613,292220
1.82,1/25/19,2.27,4,152613,292221
17.78,1/25/19,25.13,1,152613,292234
19.94,1/25/19,24.92,1,152613,327903
13.5,1/26/19,15.5,1,152633,291004
2.26,1/26/19,3,3,152633,292224
42.18,1/26/19,43,4,152657,290835
17.67,1/26/19,19.4,1,152657,291054
4.09,1/26/19,5.11,6,152657,291071
7.68,1/26/19,9.8,7,152657,291264
4.49,1/26/19,7.15,6,152657,291484
8.07,1/26/19,10.47,2,152657,291959
13.3,1/26/19,13.5,15,152657,292121
42.18,1/26/19,42,1,152660,290835
11.56,1/26/19,19.68,0.5,152687,291342
9.19,1/26/19,11.65,1,152687,291950
42.18,1/26/19,47.42,1.5,152692,290835
3.45,1/26/19,4.8,1,152692,291417
3.66,1/26/19,6.5,1,152692,291515
1.18,1/26/19,1.7,6,152692,291665
11.8,1/26/19,5,1,152692,291793
12.02,1/26/19,20.13,1,152692,291971
4.2,1/26/19,5.99,1,152692,292020
14.72,1/26/19,20,0.25,152692,292052
8.87,1/26/19,11.76,1,152692,292156
17.67,1/26/19,19.5,4,152696,291054
11.75,1/26/19,14.25,6,152696,291463
11.02,1/26/19,13.5,1,152696,291998
77.52,1/26/19,81,2,152696,292214
26.41,1/26/19,31.07,1,152698,290940
5.21,1/26/19,7.54,4,152698,290981
21.13,1/26/19,24.86,1,152698,291119
26.41,1/26/19,31.07,1,152698,291290
21.37,1/26/19,25.14,1,152698,291464
26.38,1/26/19,31.05,2,152714,290895
21.76,1/26/19,27.9,1,152714,291899
-3.9,1/26/19,-10.5,0,164445,291727
23.19,1/26/19,30.88,0.16,164445,291731
32.55,1/26/19,49.95,1,178301,290852
4.32,1/26/19,6.1,2,178301,290896
13.05,1/26/19,14.96,10,178301,290941
6.42,1/26/19,13.5,4,178301,290958
5.51,1/26/19,6.45,1,178301,290967
1.18,1/26/19,1.5,42,178301,291011
7.58,1/26/19,11.2,4,178301,291077
39.65,1/26/19,49.95,1,178301,291275
16.04,1/26/19,21.2,0.25,178301,291403
9.8,1/26/19,15.97,0.3,178301,291410
25.63,1/26/19,33,1,178301,291493
5.97,1/26/19,8.7,0.3,178301,291609
14.95,1/26/19,22.95,0.6,178301,291667
9.3,1/26/19,11.41,10,178301,291834
10.43,1/26/19,12.79,10,178301,291840
3.35,1/26/19,4.32,12,178301,291843
18,1/26/19,26.63,0.08,178301,291848
-6.85,1/26/19,-12.5,0,178301,291864
3.35,1/26/19,4.32,15,178301,291869
6.66,1/26/19,9.19,22,178301,291948
-8.47,1/26/19,-15.95,0,178301,291955
6.75,1/26/19,11,0.2,178301,291966
18.8,1/26/19,23,1,178301,291994
6.6,1/26/19,8,3,178301,292047
11.5,1/26/19,16,2,178301,292075
-8.87,1/26/19,-11.76,1,178301,292156
7,1/26/19,9,1,178301,292184
16,1/26/19,20,6,178301,292198
23.81,1/26/19,29.39,1,178301,292210
3,1/26/19,3.68,29,178301,292217
14.49,1/26/19,18.11,2,178301,292225
15.37,1/26/19,45,1,178301,348574
33.54,1/26/19,18.15,1,178301,348625
13.82,1/26/19,15.6,4,7,12123
15.14,1/26/19,17.55,1,8,121
7.49,1/26/19,10.5,1,8,335
4.04,1/26/19,5.5,1,8,484
4.13,1/26/19,6.66,1,8,578
3.07,1/26/19,3.95,1,8,657
13.9,1/26/19,19.9,1,8,666
1.83,1/26/19,4.05,12,11,207
9.58,1/26/19,12.95,8.18,11,212
15.76,1/26/19,30.9,2,11,400
11.25,1/26/19,17.5,1,11,544
5.63,1/26/19,8.65,1,11,566
5.87,1/26/19,10.65,6,11,683
2.34,1/26/19,3.75,4,11,4679
12.16,1/26/19,13.95,2,11,12123
7.48,1/26/19,11.95,2.88,12,159
2.3,1/26/19,2.69,8,13,284
1.81,1/26/19,4.5,5,13,390
4.79,1/26/19,5.75,3,18,13
13.16,1/26/19,14.75,1,18,31
13.44,1/26/19,15.45,2,18,113
1.57,1/26/19,1.68,4,18,178
1.81,1/26/19,2.1,2.5,18,390
6.25,1/26/19,9.5,10,18,641
8.46,1/26/19,9.8,1.44,18,670
3.75,1/26/19,14.75,1,23,287
8.51,1/26/19,11,1,23,335
5.49,1/26/19,8.99,4.93,23,401
3.26,1/26/19,8.2,3,23,428
1.73,1/26/19,3.75,2,23,519
3.91,1/26/19,5.8,2,23,617
3.9,1/26/19,5.6,1,23,650
10.66,1/26/19,17.2,4,23,674
3.98,1/26/19,14.3,1,23,1261
7.9,1/26/19,10.99,2.26,28,28
1.57,1/26/19,3.1,12,28,80
7.39,1/26/19,9.5,6,28,171
5.59,1/26/19,9.4,1,28,210
11.05,1/26/19,17.5,4,28,213
16.6,1/26/19,25.6,1,28,221
11.93,1/26/19,18.8,2,28,283
1.61,1/26/19,3.5,12,28,355
9.66,1/26/19,11.75,1,28,432
2.24,1/26/19,3.75,4,28,458
13.4,1/26/19,18,1,28,475
2.08,1/26/19,2.99,12,28,551
13.88,1/26/19,18.2,1,28,581
12.15,1/26/19,16.9,1,28,584
14.19,1/26/19,19.99,1,28,599
3.9,1/26/19,5.75,6,28,650
7.24,1/26/19,9.2,2,28,742
1.91,1/26/19,3.3,2,28,1063
18.9,1/26/19,32,1,28,1402
1.59,1/26/19,4.2,2,30,27
4.65,1/26/19,12.4,1,30,110
2.85,1/26/19,7,1,30,198
3.6,1/26/19,14,1,30,225
13.3,1/26/19,20,1,30,247
13.67,1/26/19,20.5,1,30,9728
24,1/26/19,36.95,1,30,242809
4.49,1/26/19,8.95,1,31,26
7.9,1/26/19,9.4,2.34,31,28
1.81,1/26/19,3.7,2.5,31,390
17.91,1/26/19,21,1,31,400
2.24,1/26/19,5.25,3,31,458
31.5,1/26/19,45.15,1,31,549
8.28,1/26/19,14.15,1,31,556
8.46,1/26/19,10.9,1.46,31,670
10.66,1/26/19,15.2,1,31,674
10.3,1/26/19,15.5,1,31,1044
2.2,1/26/19,3.8,1,38,6
2.94,1/26/19,8.5,1,38,29
11.58,1/26/19,14.25,1,38,31
3.52,1/26/19,4.15,10,38,119
1.38,1/26/19,2.4,1,38,178
2.51,1/26/19,6.2,1,38,198
4.92,1/26/19,6.85,1,38,210
4.76,1/26/19,7.2,6.53,38,467
11.79,1/26/19,15,1,38,475
7.44,1/26/19,12.45,1.71,38,670
4.75,1/26/19,6,2,38,820
14.97,1/26/19,17.95,1,39,292
10.73,1/26/19,18.55,1,39,459
4.76,1/26/19,6.95,6.12,39,467
3.52,1/26/19,5.4,1,39,3401
3.34,1/26/19,6.3,1,43,29
7.4,1/26/19,17.75,1,43,144
9.52,1/26/19,19.4,1,43,314
1.51,1/26/19,3,1,43,408
8,1/26/19,17.65,1,43,546
13.82,1/26/19,16.3,2,43,12123
1.98,1/26/19,2.5,5,44,65
5.33,1/26/19,9.1,1.69,44,450
7.22,1/26/19,9.3,1,44,2100
10.82,1/26/19,12.95,1.22,44,2406
46.36,1/26/19,60,1,49,23
17.07,1/26/19,18.52,2,49,138
2.63,1/26/19,3.54,24,49,339
8.24,1/26/19,9.96,25.65,49,343
1.3,1/26/19,2.25,1,49,350
3.9,1/26/19,4.77,5,49,425
13.01,1/26/19,17.05,3,49,435
5.39,1/26/19,8.9,1,53,294
4.74,1/26/19,9.2,1,53,572
22.5,1/26/19,30.2,1,53,6204
2.5,1/26/19,4.2,2,54,6
13.16,1/26/19,21.5,1,54,31
3.94,1/26/19,6.65,2,54,36
2.22,1/26/19,6.4,5,54,88
45.45,1/26/19,72,1,54,145
4.13,1/26/19,7.2,3,54,188
1.55,1/26/19,4.1,1,54,216
3.6,1/26/19,11.2,1,54,225
3.79,1/26/19,7.75,3,54,308
8.88,1/26/19,17.8,1,54,319
12.29,1/26/19,16,1,54,333
3.1,1/26/19,20.45,1,54,338
11.37,1/26/19,13.99,2,54,346
15.5,1/26/19,19.8,1,54,393
9.57,1/26/19,11.9,6,54,439
3.07,1/26/19,5.4,1,54,514
32.88,1/26/19,43,1,54,554
2.3,1/26/19,3.6,3,54,570
27.45,1/26/19,47.2,1,54,574
13.88,1/26/19,19.99,1,54,581
12.15,1/26/19,20,1,54,584
14.31,1/26/19,21.4,1,54,634
0.27,1/26/19,1.5,3,54,647
3.9,1/26/19,5.25,1,54,650
8.46,1/26/19,10.7,1.52,54,670
7.55,1/26/19,9.8,2,54,672
4.15,1/26/19,6.4,1,54,673
3.34,1/26/19,5.5,1,57,29
13.55,1/26/19,19,0.65,57,49
2.16,1/26/19,4.15,1,57,141
27.5,1/26/19,36,1.05,57,242
1.3,1/26/19,3.3,4,57,507
0.87,1/26/19,1.85,1,57,631
15.04,1/26/19,27.3,1,57,1422
46.36,1/26/19,58,1,58,23
8.22,1/26/19,11.2,3,58,41
13.4,1/26/19,16.8,1,58,475
6.89,1/26/19,9.6,2,58,531
10,1/26/19,12.95,1.1,62,196505
1.3,1/26/19,2.5,4,66,350
13.88,1/26/19,15.5,1,66,581
2.3,1/26/19,5.75,10,66,600
3.9,1/26/19,4.85,2,66,650
4.24,1/26/19,5.35,12,66,663
2.87,1/26/19,3.9,1,66,1268
11.14,1/26/19,13.35,1,66,273166
2.85,1/26/19,4.27,1,68,198
15.5,1/26/19,20.5,1,68,393
17.91,1/26/19,23.45,2,68,400
8.3,1/26/19,17,2,68,622
98,1/26/19,122.5,1,68,644
4.73,1/26/19,9.8,1,69,11
6.95,1/26/19,9.5,2.29,69,28
0.75,1/26/19,3.6,1,69,107
9.64,1/26/19,20.7,1,69,127
2.02,1/26/19,2.99,4,69,284
1.97,1/26/19,2.99,4,69,458
3.44,1/26/19,5.75,1,69,617
6.86,1/26/19,9.35,2,70,442
1.97,1/26/19,2.8,4,70,458
7.22,1/26/19,13.8,2,70,538
14.66,1/26/19,28.5,1,73,116
17.91,1/26/19,33.6,1,73,400
2.22,1/26/19,6.4,5,75,88
93.87,1/26/19,172,1,75,264
15.5,1/26/19,19,1,75,393
17.91,1/26/19,23,1,75,400
5.51,1/26/19,6.4,1,75,541
6.98,1/26/19,10.2,1,75,569
6.29,1/26/19,9.2,3,77,21
7.9,1/26/19,9.99,2.35,77,28
7.3,1/26/19,10,3,77,35
1.55,1/26/19,2.99,4,77,216
9.52,1/26/19,19.4,1,77,314
6.36,1/26/19,9.4,1,77,382
18.5,1/26/19,24,1,77,389
4.41,1/26/19,6.8,1,77,409
6.67,1/26/19,8.3,3,77,683
2.61,1/26/19,4.65,1,77,2017
45.43,1/26/19,78,1,78,238
30,1/26/19,42,3,78,273
8.27,1/26/19,15.7,4.48,78,376
5.41,1/26/19,11.4,2.8,78,467
11.86,1/26/19,22,2.1,78,83876
10,1/26/19,15.5,1,79,54
19.04,1/26/19,25.4,1,79,194
45.43,1/26/19,78,1,79,238
2.21,1/26/19,3.7,1.1,79,299
5.11,1/26/19,7,1,79,340
7.4,1/26/19,12.3,2,79,456
1.25,1/26/19,1.6,3,79,555
13.67,1/26/19,26,1,79,678
3.61,1/26/19,5.95,3.13,84,257
11.45,1/26/19,15.5,2,84,435
6.86,1/26/19,11.95,1,84,442
0.24,1/26/19,1.4,2,84,647
2.28,1/26/19,4.45,1,86,181
1.83,1/26/19,4.05,12,86,207
7.42,1/26/19,12.5,3,86,259
2.87,1/26/19,7.4,1,86,428
7.3,1/26/19,15.3,10,86,622
11.1,1/26/19,16.95,1,86,661
7.44,1/26/19,12.45,1.64,86,670
9.13,1/26/19,15.75,2,87,162
17.91,1/26/19,23.3,1,90,400
3.9,1/26/19,5.4,1,90,425
13.82,1/26/19,16.2,1,90,12123
7.4,1/26/19,12.3,3,91,456
10.95,1/26/19,23,1,95,127
6.88,1/26/19,9.2,1,95,220
13.01,1/26/19,23.75,1,95,435
7.1,1/26/19,12,1,95,596
12.78,1/26/19,19.2,1,95,912
27.5,1/26/19,29.95,0.52,97,242
5.39,1/26/19,6.3,1,97,294
8.51,1/26/19,9.8,1,97,335
8.1,1/26/19,11.2,2,97,444
12.5,1/26/19,13.3,2.53,97,1349
13.44,1/26/19,18.5,1,101,113
12.78,1/26/19,19.2,1,101,544
12.15,1/26/19,17,1,101,584
46.36,1/26/19,58,1,107,23
2.4,1/26/19,4,1,107,78
4.59,1/26/19,6.9,1,107,484
13.88,1/26/19,18.7,2,107,581
7.9,1/26/19,13.4,2.31,109,28
2.25,1/26/19,3.35,2,109,65
2.22,1/26/19,6.4,5,109,88
3.57,1/26/19,6.5,2.5,109,293
13.1,1/26/19,19.4,1,109,472
17.35,1/26/19,22.6,1,109,589
2.25,1/26/19,3.3,2,115,65
3.79,1/26/19,5.9,1,115,311
9.43,1/26/19,13.9,1,116,192
27.45,1/26/19,35.95,4,116,574
10.45,1/26/19,15.5,1,116,1589
19.1,1/26/19,22.95,1,116,3032
8.21,1/26/19,9.9,1,119,2
6.95,1/26/19,8.55,2.39,119,28
11.58,1/26/19,14.25,1,119,31
2.51,1/26/19,3.45,1,119,198
4.5,1/26/19,5.99,2,119,340
1.14,1/26/19,1.5,1,119,350
6.86,1/26/19,11.95,1,119,442
7.3,1/26/19,13.4,1,119,604
2.3,1/26/19,3.5,4,121,284
4.98,1/26/19,11.4,1,121,412
7.39,1/26/19,19.4,1,121,431
13.1,1/26/19,19.4,1,121,472
3.9,1/26/19,6.65,2,121,650
46.36,1/26/19,56,1,123,23
17.08,1/26/19,29,1,123,53
10,1/26/19,10.2,3,123,54
4.85,1/26/19,7.1,1,123,106
1.51,1/26/19,3,2,123,408
3.9,1/26/19,5.95,1,123,425
12.88,1/26/19,18.7,1,123,564
10.66,1/26/19,11.95,8,123,674
16.25,1/26/19,24.5,1,125,47
1.57,1/26/19,2.95,4,125,178
4.2,1/26/19,4.8,4.83,126,249
1.81,1/26/19,2.9,2.5,126,390
5.41,1/26/19,7.5,2.8,126,467
3.91,1/26/19,4.9,4,126,617
1.85,1/26/19,3.15,1,131,37
1.95,1/26/19,4.5,1,131,88
1.86,1/26/19,2.15,4,131,140
6.86,1/26/19,10.15,1,131,442
1.97,1/26/19,4.8,1,131,458
5.72,1/26/19,6.5,2,131,468
11.79,1/26/19,16.9,1,131,475
3.35,1/26/19,4.45,5,131,1080
4.09,1/26/19,7.35,1,131,1155
11.77,1/26/19,18.45,1,131,1390
38.98,1/26/19,66.5,1,131,1687
10,1/26/19,15.2,2,138,54
3.68,1/26/19,7.99,1,138,67
6.08,1/26/19,8.15,3.74,138,252
3.57,1/26/19,4.65,2.5,138,293
3.68,1/26/19,8.45,1,138,380
7,1/26/19,10.5,3.62,138,385
1.81,1/26/19,3.55,2.5,138,390
14.4,1/26/19,22,1,138,486
6.21,1/26/19,13.75,6.94,138,325906
3.2,1/26/19,9.75,1,144,10
1.85,1/26/19,3.15,2,144,37
0.75,1/26/19,3.6,2,144,107
4.61,1/26/19,11.7,1,144,358
1.33,1/26/19,2.7,1,144,408
0.91,1/26/19,1.7,24,144,534
10.69,1/26/19,18,1,144,584
3.47,1/26/19,4.99,2,145,36
14.3,1/26/19,16.5,2,145,47
6.51,1/26/19,9.45,2,145,144
21.17,1/26/19,25,1,145,526
15.27,1/26/19,20.85,1,145,589
8.13,1/26/19,10.01,1.31,147,105
0.92,1/26/19,1.15,4,147,246
2.18,1/26/19,2.71,3,147,402
7.44,1/26/19,9.37,1.5,147,670
13.65,1/26/19,18.1,1,148,1945
9.5,1/26/19,15.7,1,149,33
9.66,1/26/19,12.5,3,149,139
7.6,1/26/19,11.75,1,149,261
17.02,1/26/19,18.95,1,149,292
14.7,1/26/19,22,1,149,310
27.18,1/26/19,34.99,1,149,512
2.68,1/26/19,3,10,150,298
6.66,1/26/19,8.5,2.25,150,441
6.25,1/26/19,13.5,2,150,641
5.54,1/26/19,7.4,4,152,21
6.67,1/26/19,7.8,12,152,108
10.08,1/26/19,13.05,2,152,115
3.04,1/26/19,7,1,152,174
16.76,1/26/19,30.9,1,152,194
4.36,1/26/19,9.2,6.32,152,399
11.45,1/26/19,21.4,4,152,435
